unit_ref,tenancy_id,tenancy_start_date,tenancy_end_date
Unit9444,Tenant2704,11/04/2005,
Unit1798,Tenant2705,11/09/2017,
Unit3712,Tenant2706,24/03/1997,
Unit6232,Tenant2707,22/04/2013,
Unit3417,Tenant2708,21/11/2005,
Unit7265,Tenant2709,14/08/2006,
Unit2358,Tenant2710,26/06/2014,13/09/2019
Unit2358,Tenant2711,13/09/2019,31/10/2019
Unit1535,Tenant2712,17/02/2014,
Unit2845,Tenant2713,25/11/2013,
Unit3118,Tenant2714,30/01/2014,
Unit6498,Tenant2715,23/10/2013,
Unit666,Tenant2716,16/08/1999,
Unit107,Tenant2717,18/04/2011,
Unit7893,Tenant2718,30/09/2002,
Unit7636,Tenant2719,03/07/1978,
Unit5793,Tenant2720,12/04/2004,
Unit692,Tenant2721,19/06/2006,
Unit399,Tenant2722,30/07/2001,
Unit8690,Tenant2723,02/05/2005,
Unit365,Tenant2724,07/03/2016,
Unit3373,Tenant2725,24/01/2005,
Unit8915,Tenant2726,30/09/2002,
Unit8702,Tenant2727,15/02/2010,07/07/2019
Unit8702,Tenant2728,16/03/2020,
Unit8997,Tenant2729,07/05/2001,
Unit2797,Tenant2730,26/10/2009,
Unit3407,Tenant2731,02/07/2018,
Unit8365,Tenant2732,15/06/1992,
Unit8858,Tenant2733,07/07/2003,
Unit209,Tenant2734,22/02/2016,
Unit4903,Tenant2735,19/01/1981,
Unit6481,Tenant2736,23/05/2016,
Unit8507,Tenant2737,26/11/2018,
Unit7741,Tenant2738,23/02/2004,
Unit5120,Tenant2739,30/09/2002,
Unit1725,Tenant2740,27/01/2014,
Unit6343,Tenant2741,22/02/1999,
Unit6039,Tenant2742,09/04/1984,
Unit671,Tenant2743,20/10/1997,
Unit2394,Tenant2744,20/07/2009,
Unit9934,Tenant2745,14/08/2017,
Unit6664,Tenant2746,24/12/2012,
Unit1201,Tenant2747,16/11/1992,
Unit7107,Tenant2748,27/06/1977,
Unit3023,Tenant2749,04/07/2005,
Unit7820,Tenant2750,11/06/1979,
Unit1318,Tenant2751,24/03/2014,
Unit6694,Tenant2752,26/02/1996,10/01/2021
Unit6677,Tenant2753,28/11/2016,
Unit7374,Tenant2754,18/06/2007,
Unit3015,Tenant2755,13/11/2017,
Unit4756,Tenant2756,20/06/2005,
Unit8962,Tenant2757,08/03/2010,
Unit9841,Tenant2758,07/05/2001,
Unit6729,Tenant2759,21/01/2002,
Unit9643,Tenant2760,16/08/2004,
Unit2851,Tenant2761,23/05/2011,27/01/2019
Unit2851,Tenant2762,28/01/2019,
Unit2481,Tenant2763,11/04/1994,21/03/2021
Unit6717,Tenant2764,15/07/2009,
Unit8961,Tenant2765,24/04/1995,11/10/2020
Unit7463,Tenant2766,11/07/1994,
Unit6112,Tenant2767,24/08/2015,
Unit4213,Tenant2768,21/06/1999,
Unit5337,Tenant2769,25/06/2015,21/12/2020
Unit2253,Tenant2770,25/04/2008,
Unit7770,Tenant2771,28/06/2013,
Unit2199,Tenant2772,18/08/2014,
Unit9378,Tenant2773,28/07/2014,
Unit7908,Tenant2774,30/10/2017,
Unit4095,Tenant2775,07/11/2016,
Unit9888,Tenant2776,01/05/2017,04/08/2019
Unit9888,Tenant2777,26/08/2019,
Unit4125,Tenant2778,07/03/2005,
Unit8408,Tenant2779,17/11/1997,
Unit1181,Tenant2780,03/12/2001,
Unit3095,Tenant2781,28/11/2016,
Unit2918,Tenant2782,17/05/2010,
Unit2086,Tenant2783,01/04/1995,
Unit8832,Tenant2784,23/06/2003,
Unit4613,Tenant2785,12/01/2004,
Unit8628,Tenant2786,10/04/1978,
Unit4315,Tenant2787,29/02/2016,
Unit3840,Tenant2788,22/12/2014,
Unit778,Tenant2789,12/10/2015,
Unit981,Tenant2790,17/06/2013,
Unit3325,Tenant2791,22/06/2009,
Unit9829,Tenant2792,11/07/2016,29/11/2020
Unit10,Tenant2793,09/06/2003,
Unit265,Tenant2794,25/06/2001,31/03/2019
Unit265,Tenant2795,17/06/2019,
Unit3510,Tenant2796,14/02/1983,
Unit659,Tenant2797,19/07/2004,
Unit7410,Tenant2798,24/12/2007,
Unit3612,Tenant2799,12/12/2011,20/01/2019
Unit3612,Tenant2800,11/02/2019,
Unit4902,Tenant2801,28/03/2005,
Unit8613,Tenant2802,18/04/2011,
Unit4887,Tenant2803,11/10/2010,
Unit474,Tenant2804,30/07/2012,
Unit1384,Tenant2805,11/10/2010,09/09/2019
Unit1384,Tenant2806,09/09/2019,
Unit6292,Tenant2807,20/03/2013,
Unit7421,Tenant2808,14/08/1992,
Unit7504,Tenant2809,21/10/2013,
Unit9883,Tenant2810,20/11/2013,
Unit75,Tenant2811,27/05/2013,
Unit3518,Tenant2812,10/06/2019,
Unit3518,Tenant2813,28/08/2015,10/06/2019
Unit9659,Tenant2814,14/04/2020,
Unit2950,Tenant2815,23/08/2019,
Unit2950,Tenant2816,18/11/2013,23/08/2019
Unit5,Tenant2817,17/01/2011,
Unit685,Tenant2818,13/08/2012,
Unit7774,Tenant2819,02/01/1995,
Unit5444,Tenant2820,05/03/2012,
Unit6925,Tenant2821,24/03/1997,
Unit7379,Tenant2822,13/12/1993,
Unit6767,Tenant2823,16/05/2005,
Unit3848,Tenant2824,19/03/2012,
Unit4982,Tenant2825,23/08/1999,
Unit3648,Tenant2826,30/11/1998,
Unit727,Tenant2827,17/05/2004,
Unit8980,Tenant2828,06/05/2013,
Unit7279,Tenant2829,30/09/2002,
Unit5967,Tenant2830,06/08/2018,
Unit9990,Tenant2831,26/09/2016,
Unit9735,Tenant2832,04/08/2017,
Unit8808,Tenant2833,30/09/2011,
Unit138,Tenant2834,04/10/2010,
Unit5170,Tenant2835,24/09/2018,
Unit4766,Tenant2836,15/11/2010,
Unit1132,Tenant2837,17/01/2011,
Unit3950,Tenant2838,19/01/2015,
Unit6911,Tenant2839,16/02/2004,
Unit5234,Tenant2840,03/12/2018,
Unit1419,Tenant2841,23/02/2004,
Unit6034,Tenant2842,07/10/2016,
Unit5035,Tenant2843,24/10/2011,06/12/2020
Unit5035,Tenant2844,07/12/2020,
Unit1062,Tenant2845,02/07/2012,
Unit2563,Tenant2846,08/04/2013,
Unit6824,Tenant2847,26/06/1989,
Unit9244,Tenant2848,08/10/2001,
Unit6704,Tenant2849,25/06/2012,
Unit2894,Tenant2850,03/11/2003,
Unit4535,Tenant2851,11/07/2016,
Unit7452,Tenant2852,19/07/1993,
Unit1889,Tenant2853,16/04/2001,
Unit288,Tenant2854,09/09/1991,19/04/2020
Unit288,Tenant2855,20/04/2020,
Unit3771,Tenant2856,07/03/2005,31/03/2019
Unit3771,Tenant2857,01/04/2019,
Unit3954,Tenant2858,20/06/2016,
Unit6627,Tenant2859,02/03/2009,13/01/2019
Unit6627,Tenant2860,28/01/2019,
Unit6902,Tenant2861,07/03/2005,
Unit995,Tenant2862,15/12/1997,
Unit7744,Tenant2863,21/03/2011,
Unit808,Tenant2864,13/01/1997,
Unit1172,Tenant2865,26/12/1994,
Unit1221,Tenant2866,27/08/2007,
Unit9360,Tenant2867,18/02/2019,
Unit9360,Tenant2868,05/01/2015,13/01/2019
Unit3132,Tenant2869,18/02/2013,
Unit8080,Tenant2870,04/01/2016,20/01/2019
Unit8080,Tenant2871,21/01/2019,05/05/2019
Unit8080,Tenant2872,06/05/2019,
Unit4760,Tenant2873,03/08/2009,
Unit314,Tenant2874,03/06/1996,
Unit8276,Tenant2875,10/08/1998,
Unit5844,Tenant2876,19/04/1993,
Unit7024,Tenant2877,22/06/2009,
Unit7600,Tenant2878,31/08/2009,
Unit9350,Tenant2879,11/07/2016,01/12/2019
Unit9350,Tenant2880,02/12/2019,19/07/2020
Unit7810,Tenant2881,08/02/2016,
Unit1822,Tenant2882,05/07/2004,25/08/2019
Unit1822,Tenant2883,09/12/2019,
Unit6607,Tenant2884,30/08/2010,
Unit5063,Tenant2885,28/03/2011,
Unit6903,Tenant2886,10/05/1993,05/07/2020
Unit6903,Tenant2887,06/07/2020,
Unit1572,Tenant2888,28/11/1983,
Unit8093,Tenant2889,22/09/2008,
Unit8155,Tenant2890,14/05/2018,16/06/2019
Unit8155,Tenant2891,19/10/2020,
Unit6548,Tenant2892,09/10/2006,
Unit6776,Tenant2893,08/11/2004,
Unit843,Tenant2894,11/05/2009,
Unit2339,Tenant2895,30/07/2001,
Unit5812,Tenant2896,29/05/2006,14/04/2019
Unit5812,Tenant2897,15/04/2019,
Unit6276,Tenant2898,25/10/1999,
Unit5733,Tenant2899,07/02/2000,
Unit8820,Tenant2900,27/04/2015,
Unit8466,Tenant2901,07/12/1992,
Unit6684,Tenant2902,28/01/2008,
Unit4034,Tenant2903,27/11/1995,
Unit9138,Tenant2904,04/04/2011,
Unit9984,Tenant2905,14/06/1999,
Unit2843,Tenant2906,18/03/1991,
Unit3806,Tenant2907,07/06/1993,
Unit2876,Tenant2908,09/04/2018,
Unit2687,Tenant2909,22/02/2010,
Unit8770,Tenant2910,04/06/1990,
Unit4482,Tenant2911,07/07/2014,
Unit1146,Tenant2912,27/11/1995,
Unit7604,Tenant2913,11/10/1999,
Unit4464,Tenant2914,28/02/2005,
Unit2727,Tenant2915,26/11/1990,
Unit4220,Tenant2916,01/12/2008,
Unit5292,Tenant2917,17/03/1997,
Unit8026,Tenant2918,29/01/2001,
Unit5843,Tenant2919,20/11/2000,
Unit278,Tenant2920,14/11/2011,20/01/2019
Unit278,Tenant2921,04/03/2019,
Unit866,Tenant2922,13/08/2001,
Unit2110,Tenant2923,19/11/2001,
Unit61,Tenant2924,21/01/2002,
Unit5955,Tenant2925,21/01/2002,
Unit3839,Tenant2926,09/01/2012,
Unit4918,Tenant2927,11/11/2013,
Unit7112,Tenant2928,11/11/2013,
Unit9783,Tenant2929,28/06/2010,15/11/2020
Unit9529,Tenant2930,13/07/1987,
Unit6536,Tenant2931,03/11/2006,21/08/2020
Unit2622,Tenant2932,08/11/2006,04/03/2020
Unit9111,Tenant2933,10/01/2008,27/02/2020
Unit4884,Tenant2934,20/02/2014,
Unit5598,Tenant2935,20/12/2017,
Unit9194,Tenant2936,24/03/2014,
Unit6157,Tenant2937,29/08/2014,
Unit3534,Tenant2938,16/05/2016,
Unit4142,Tenant2939,26/05/2008,
Unit5503,Tenant2940,23/08/1999,
Unit367,Tenant2941,10/07/2006,
Unit3443,Tenant2942,15/04/2002,
Unit9159,Tenant2943,12/05/1986,
Unit1143,Tenant2944,29/09/1986,06/10/2019
Unit1143,Tenant2945,20/01/2020,
Unit7717,Tenant2946,20/11/1995,26/07/2020
Unit7717,Tenant2947,14/12/2020,
Unit6293,Tenant2948,15/03/1999,
Unit1838,Tenant2949,11/10/2010,
Unit2934,Tenant2950,11/10/2010,
Unit3990,Tenant2951,11/10/2010,
Unit5185,Tenant2952,11/10/2010,24/01/2020
Unit5185,Tenant2953,24/01/2020,
Unit997,Tenant2954,11/10/2010,
Unit7211,Tenant2955,11/10/2010,
Unit2232,Tenant2956,11/10/2010,
Unit8798,Tenant2957,15/04/2015,
Unit1944,Tenant2958,11/10/2010,11/11/2020
Unit1944,Tenant2959,11/11/2020,
Unit8239,Tenant2960,11/10/2010,
Unit6393,Tenant2961,11/10/2010,
Unit8573,Tenant2962,05/07/2004,
Unit8629,Tenant2963,21/11/1994,
Unit871,Tenant2964,10/12/2014,
Unit6015,Tenant2965,02/05/2016,26/01/2020
Unit6015,Tenant2966,27/01/2020,
Unit6905,Tenant2967,25/04/1993,
Unit5173,Tenant2968,12/05/2014,
Unit6750,Tenant2969,17/10/1994,
Unit2736,Tenant2970,13/10/2014,
Unit3312,Tenant2971,03/06/2002,22/12/2019
Unit7945,Tenant2972,19/03/2018,
Unit5407,Tenant2973,16/02/1998,
Unit183,Tenant2974,10/10/2005,
Unit9237,Tenant2975,17/06/1991,
Unit1263,Tenant2976,18/08/1997,
Unit9312,Tenant2977,21/04/2008,
Unit9062,Tenant2978,13/11/2000,
Unit8680,Tenant2979,25/06/2007,
Unit1430,Tenant2980,30/11/2009,24/03/2019
Unit1430,Tenant2981,27/05/2019,
Unit6926,Tenant2982,29/05/2006,14/06/2020
Unit6926,Tenant2983,03/08/2020,
Unit1210,Tenant2984,04/07/1994,
Unit8679,Tenant2985,09/04/2018,
Unit9843,Tenant2986,17/02/2014,
Unit7415,Tenant2987,31/03/2014,
Unit8581,Tenant2988,25/05/2015,
Unit9889,Tenant2989,16/01/2006,
Unit7397,Tenant2990,14/07/2003,
Unit403,Tenant2991,22/04/1996,
Unit8649,Tenant2992,15/04/1985,09/02/2020
Unit8649,Tenant2993,18/05/2020,
Unit3945,Tenant2994,16/04/1990,
Unit3046,Tenant2995,08/07/1996,
Unit9217,Tenant2996,30/04/2012,
Unit5281,Tenant2997,30/09/2011,
Unit1445,Tenant2998,19/01/2009,
Unit5149,Tenant2999,12/03/2018,
Unit484,Tenant3000,30/05/1988,
Unit3173,Tenant3001,09/01/2006,
Unit8973,Tenant3002,24/02/1992,
Unit2389,Tenant3003,28/11/2011,
Unit878,Tenant3004,28/06/1993,
Unit6088,Tenant3005,07/10/1996,10/03/2019
Unit6088,Tenant3006,24/06/2019,
Unit1974,Tenant3007,05/05/2014,
Unit5308,Tenant3008,26/10/2015,
Unit5027,Tenant3009,12/11/2007,
Unit5072,Tenant3010,06/12/2004,
Unit2174,Tenant3011,22/11/2013,
Unit7165,Tenant3012,05/02/2014,
Unit1480,Tenant3013,20/01/2020,
Unit3552,Tenant3014,17/07/2018,
Unit2373,Tenant3015,12/07/2018,
Unit7006,Tenant3016,02/09/2019,
Unit7998,Tenant3017,20/06/2019,
Unit3986,Tenant3018,15/08/2019,
Unit3970,Tenant3019,14/06/2018,
Unit5916,Tenant3020,13/07/2019,04/04/2020
Unit5916,Tenant3021,30/09/2020,
Unit4536,Tenant3022,11/10/2010,
Unit3866,Tenant3023,11/10/2010,28/06/2020
Unit3375,Tenant3024,05/02/2018,
Unit4278,Tenant3025,13/11/2017,
Unit5821,Tenant3026,04/03/2013,
Unit8506,Tenant3027,11/10/2010,
Unit4255,Tenant3028,14/03/2011,
Unit3865,Tenant3029,11/10/2010,
Unit2573,Tenant3030,11/10/2010,
Unit1710,Tenant3031,11/10/2010,
Unit1077,Tenant3032,29/06/2018,
Unit1310,Tenant3033,29/04/2019,
Unit2001,Tenant3034,05/04/2019,
Unit4542,Tenant3035,09/07/2018,
Unit7904,Tenant3036,16/11/2018,
Unit3273,Tenant3037,12/10/2018,
Unit345,Tenant3038,04/02/2013,
Unit986,Tenant3039,22/07/2002,
Unit989,Tenant3040,05/04/1994,
Unit6237,Tenant3041,02/12/2013,
Unit803,Tenant3042,03/12/2012,
Unit1154,Tenant3043,11/11/2002,
Unit4420,Tenant3044,30/05/1994,
Unit5847,Tenant3045,17/07/2006,11/08/2019
Unit5847,Tenant3046,26/08/2019,
Unit6899,Tenant3047,16/06/2008,
Unit4768,Tenant3048,25/06/2007,
Unit9563,Tenant3049,09/07/2001,
Unit2871,Tenant3050,12/03/2007,
Unit3852,Tenant3051,01/07/2002,
Unit4109,Tenant3052,30/06/2015,
Unit9842,Tenant3053,06/10/2017,
Unit6162,Tenant3054,21/09/2015,
Unit9915,Tenant3055,13/10/2006,
Unit9904,Tenant3056,05/02/2007,
Unit8861,Tenant3057,02/09/2016,
Unit5791,Tenant3058,28/11/2013,12/04/2019
Unit5791,Tenant3059,23/08/2019,
Unit1497,Tenant3060,16/03/2009,
Unit5925,Tenant3061,14/10/2002,24/02/2019
Unit5925,Tenant3062,25/02/2019,
Unit5414,Tenant3063,15/04/2011,07/10/2019
Unit5414,Tenant3064,07/10/2019,
Unit1501,Tenant3065,01/01/2001,07/03/2021
Unit9156,Tenant3066,27/02/2006,
Unit3929,Tenant3067,08/08/2016,
Unit8303,Tenant3068,18/04/2011,
Unit1529,Tenant3069,16/06/2008,11/08/2019
Unit1529,Tenant3070,09/09/2019,
Unit130,Tenant3071,25/10/2006,
Unit7258,Tenant3072,12/03/2007,
Unit3290,Tenant3073,05/01/2007,
Unit9995,Tenant3074,12/05/2003,
Unit468,Tenant3075,24/09/2018,
Unit8166,Tenant3076,13/11/2017,
Unit312,Tenant3077,18/04/2011,
Unit6898,Tenant3078,30/09/2002,
Unit6231,Tenant3079,13/02/2012,
Unit6910,Tenant3080,05/02/1996,
Unit8252,Tenant3081,24/11/2008,
Unit6086,Tenant3082,18/03/2013,
Unit6560,Tenant3083,24/01/2011,
Unit3934,Tenant3084,28/01/2008,
Unit835,Tenant3085,12/05/2003,
Unit6746,Tenant3086,20/11/2000,
Unit2381,Tenant3087,06/12/1993,
Unit4498,Tenant3088,13/10/2003,
Unit2890,Tenant3089,31/07/2017,26/04/2020
Unit2890,Tenant3090,14/09/2020,
Unit5325,Tenant3091,11/09/1995,
Unit795,Tenant3092,29/08/2016,
Unit4881,Tenant3093,16/10/2014,
Unit933,Tenant3094,07/09/2015,
Unit4527,Tenant3095,25/09/2015,
Unit8510,Tenant3096,30/11/2006,
Unit1640,Tenant3097,05/03/2007,
Unit4321,Tenant3098,14/12/2006,
Unit1405,Tenant3099,29/10/2010,
Unit3008,Tenant3100,19/03/2007,
Unit4954,Tenant3101,02/11/2017,
Unit9881,Tenant3102,03/03/1997,
Unit1757,Tenant3103,26/08/1996,
Unit5112,Tenant3104,26/05/1997,
Unit4783,Tenant3105,03/06/2019,
Unit6829,Tenant3106,22/08/2019,
Unit6829,Tenant3107,22/08/2019,
Unit6683,Tenant3108,14/12/2019,14/01/2021
Unit5168,Tenant3109,12/02/2018,
Unit4457,Tenant3110,12/02/2018,
Unit7345,Tenant3111,15/04/2019,
Unit8304,Tenant3112,09/08/2010,
Unit4175,Tenant3113,11/08/2006,
Unit6865,Tenant3114,12/03/2007,
Unit7446,Tenant3115,27/04/2015,
Unit8417,Tenant3116,22/01/2018,24/03/2019
Unit8417,Tenant3117,08/04/2019,
Unit1013,Tenant3118,07/04/2014,
Unit9408,Tenant3119,18/05/2018,
Unit8815,Tenant3120,13/10/2008,
Unit9402,Tenant3121,11/06/2007,
Unit4666,Tenant3122,07/05/2018,
Unit4703,Tenant3123,15/10/1990,
Unit8028,Tenant3124,02/06/2014,
Unit1784,Tenant3125,30/11/2012,
Unit590,Tenant3126,30/05/1994,
Unit8741,Tenant3127,08/08/1994,
Unit3387,Tenant3128,04/05/1999,
Unit264,Tenant3129,13/12/2004,
Unit154,Tenant3130,10/09/2012,11/08/2019
Unit154,Tenant3131,19/08/2019,
Unit4069,Tenant3132,29/04/2013,09/06/2019
Unit4069,Tenant3133,01/07/2019,
Unit2989,Tenant3134,22/07/2013,
Unit8201,Tenant3135,15/01/2007,
Unit4373,Tenant3136,05/07/2004,
Unit4885,Tenant3137,13/03/2000,
Unit2987,Tenant3138,17/09/1999,
Unit9011,Tenant3139,09/04/1984,
Unit3939,Tenant3140,26/07/2010,
Unit6189,Tenant3141,23/06/1986,
Unit9204,Tenant3142,15/07/2002,21/02/2021
Unit8068,Tenant3143,23/10/2000,
Unit7817,Tenant3144,22/11/2004,
Unit2335,Tenant3145,13/01/2014,
Unit7014,Tenant3146,15/01/2018,
Unit2853,Tenant3147,11/02/2002,
Unit490,Tenant3148,04/03/1996,
Unit1506,Tenant3149,16/06/2003,
Unit7328,Tenant3150,01/01/1987,
Unit2953,Tenant3151,04/03/1996,
Unit4861,Tenant3152,15/07/2013,
Unit2732,Tenant3153,09/11/2015,
Unit3287,Tenant3154,16/07/2007,
Unit9296,Tenant3155,08/02/2010,14/04/2019
Unit9296,Tenant3156,03/02/2020,
Unit9463,Tenant3157,11/03/2013,
Unit7581,Tenant3158,19/02/2007,
Unit1037,Tenant3159,31/05/2018,30/11/2020
Unit2479,Tenant3160,15/02/2018,
Unit7102,Tenant3161,08/05/2017,
Unit5125,Tenant3162,18/12/2017,
Unit7983,Tenant3163,29/08/1983,
Unit5859,Tenant3164,23/03/1992,
Unit544,Tenant3165,18/12/2000,
Unit1219,Tenant3166,06/06/2005,07/02/2021
Unit4941,Tenant3167,12/12/2005,
Unit848,Tenant3168,30/09/2002,
Unit1453,Tenant3169,28/04/1997,
Unit6934,Tenant3170,11/07/2016,
Unit6822,Tenant3171,24/02/2014,
Unit7768,Tenant3172,28/03/2011,19/05/2019
Unit7768,Tenant3173,30/09/2019,
Unit7811,Tenant3174,04/06/2012,26/07/2020
Unit1786,Tenant3175,10/01/2014,
Unit7728,Tenant3176,21/01/2019,
Unit5670,Tenant3177,15/01/2018,
Unit540,Tenant3178,12/06/1995,
Unit196,Tenant3179,24/11/2014,
Unit1733,Tenant3180,01/05/1989,
Unit7682,Tenant3181,22/12/1997,
Unit4120,Tenant3182,12/01/2015,01/12/2019
Unit4120,Tenant3183,02/12/2019,
Unit4765,Tenant3184,05/10/2009,
Unit4921,Tenant3185,23/03/2007,
Unit4243,Tenant3186,31/01/2014,
Unit3256,Tenant3187,22/11/2004,
Unit1615,Tenant3188,16/02/1998,
Unit8057,Tenant3189,05/02/1996,
Unit8859,Tenant3190,26/09/2016,
Unit2079,Tenant3191,19/11/2007,
Unit1728,Tenant3192,07/11/2011,
Unit2931,Tenant3193,19/02/1990,
Unit8963,Tenant3194,10/12/2012,
Unit6976,Tenant3195,12/01/2015,01/12/2019
Unit6976,Tenant3196,02/12/2019,
Unit9530,Tenant3197,16/07/2004,26/09/2019
Unit9530,Tenant3198,26/09/2019,
Unit4792,Tenant3199,02/07/2018,
Unit9597,Tenant3200,10/07/2018,
Unit4121,Tenant3201,13/07/2018,
Unit7177,Tenant3202,10/07/2019,
Unit6176,Tenant3203,01/10/2018,
Unit1682,Tenant3204,27/06/2018,
Unit2291,Tenant3205,15/06/2018,
Unit5322,Tenant3206,15/08/2019,15/08/2019
Unit5322,Tenant3207,24/10/2019,
Unit1176,Tenant3208,03/08/2004,
Unit2219,Tenant3209,18/06/2018,
Unit7654,Tenant3210,21/05/2008,06/11/2020
Unit2790,Tenant3211,26/06/2017,
Unit6406,Tenant3212,04/12/2017,
Unit720,Tenant3213,30/06/2003,
Unit745,Tenant3214,02/08/2004,
Unit5561,Tenant3215,01/01/1987,
Unit8831,Tenant3216,23/06/2003,
Unit4680,Tenant3217,04/09/2017,17/11/2019
Unit4680,Tenant3218,18/11/2019,
Unit8790,Tenant3219,09/09/2013,
Unit9572,Tenant3220,12/11/2015,
Unit4998,Tenant3221,26/03/2007,
Unit2960,Tenant3222,21/09/2001,23/05/2019
Unit2960,Tenant3223,23/05/2019,
Unit1582,Tenant3224,12/01/2007,
Unit8118,Tenant3225,12/02/2018,
Unit6410,Tenant3226,08/10/2018,
Unit3649,Tenant3227,09/11/2018,
Unit3194,Tenant3228,30/08/2018,
Unit3007,Tenant3229,28/02/1996,
Unit1893,Tenant3230,08/12/1980,
Unit3275,Tenant3231,27/04/1992,
Unit3298,Tenant3232,16/11/1992,
Unit4698,Tenant3233,29/04/2013,25/09/2019
Unit1994,Tenant3234,04/10/2010,
Unit785,Tenant3235,11/10/2010,
Unit2936,Tenant3236,11/10/2010,
Unit7085,Tenant3237,11/10/2010,
Unit4862,Tenant3238,07/07/2014,
Unit4698,Tenant3239,25/09/2019,
Unit4376,Tenant3240,18/11/2013,
Unit3233,Tenant3241,07/11/2013,
Unit2537,Tenant3242,04/11/2013,
Unit5288,Tenant3243,24/12/2018,
Unit4492,Tenant3244,20/05/2013,
Unit1130,Tenant3245,11/12/2020,
Unit1130,Tenant3246,20/12/2013,11/12/2020
Unit4414,Tenant3247,24/02/2020,
Unit4414,Tenant3248,23/09/2013,08/09/2019
Unit6364,Tenant3249,29/04/2013,
Unit5648,Tenant3250,03/06/2019,
Unit9137,Tenant3251,25/02/2020,
Unit5728,Tenant3252,12/02/2018,
Unit9243,Tenant3253,12/02/2018,
Unit3237,Tenant3254,05/10/2018,
Unit2152,Tenant3255,23/11/2018,
Unit1439,Tenant3256,19/10/2018,
Unit9512,Tenant3257,24/05/2019,
Unit2678,Tenant3258,02/03/2020,
Unit8604,Tenant3259,29/03/2019,
Unit8767,Tenant3260,13/06/2019,
Unit6914,Tenant3261,06/08/2004,
Unit9945,Tenant3262,01/04/2013,
Unit1767,Tenant3263,30/09/2002,
Unit6451,Tenant3264,12/03/2018,26/05/2019
Unit6451,Tenant3265,27/05/2019,
Unit9189,Tenant3266,13/10/2017,
Unit6404,Tenant3267,27/11/2005,
Unit3371,Tenant3268,02/08/2010,
Unit2260,Tenant3269,15/10/2007,
Unit5871,Tenant3270,27/08/2015,12/02/2021
Unit7163,Tenant3271,15/12/2016,
Unit6939,Tenant3272,28/04/2014,
Unit8051,Tenant3273,03/08/2015,
Unit6983,Tenant3274,16/02/2015,
Unit7611,Tenant3275,10/12/2014,
Unit2128,Tenant3276,23/02/2015,
Unit2385,Tenant3277,23/02/2015,
Unit6255,Tenant3278,25/08/2014,
Unit8349,Tenant3279,25/07/2016,
Unit6800,Tenant3280,12/12/2016,
Unit2501,Tenant3281,30/09/2014,
Unit133,Tenant3282,25/08/2014,
Unit5321,Tenant3283,26/09/2014,
Unit4710,Tenant3284,11/07/2016,20/01/2020
Unit9102,Tenant3285,24/07/2015,
Unit1855,Tenant3286,27/02/2015,21/02/2021
Unit3182,Tenant3287,23/02/2015,22/07/2019
Unit3182,Tenant3288,29/07/2019,
Unit5533,Tenant3289,08/11/2018,
Unit5151,Tenant3290,03/02/2006,
Unit8008,Tenant3291,21/08/2015,
Unit6834,Tenant3292,10/04/2006,
Unit4100,Tenant3293,23/08/2004,
Unit5008,Tenant3294,06/10/1997,
Unit9585,Tenant3295,30/01/2017,
Unit7722,Tenant3296,21/01/2002,
Unit3161,Tenant3297,29/01/2018,
Unit520,Tenant3298,20/01/2014,
Unit5881,Tenant3299,11/10/2010,
Unit2675,Tenant3300,11/10/2010,
Unit6195,Tenant3301,08/01/2018,
Unit2535,Tenant3302,11/10/2010,
Unit837,Tenant3303,01/09/2014,
Unit5665,Tenant3304,11/10/2010,
Unit3226,Tenant3305,11/10/2010,
Unit7816,Tenant3306,11/10/2010,
Unit3220,Tenant3307,10/07/2015,30/06/2020
Unit3220,Tenant3308,30/06/2020,
Unit2495,Tenant3309,16/01/2017,
Unit7833,Tenant3310,07/06/2010,
Unit7267,Tenant3311,07/08/2009,
Unit653,Tenant3312,13/07/1998,
Unit3617,Tenant3313,24/08/2009,
Unit9721,Tenant3314,16/06/2008,
Unit5167,Tenant3315,14/07/2017,
Unit6357,Tenant3316,12/09/2005,
Unit7510,Tenant3317,01/03/2004,
Unit5016,Tenant3318,09/04/2001,
Unit4323,Tenant3319,22/03/2019,31/10/2019
Unit4323,Tenant3320,26/01/2018,21/02/2019
Unit4320,Tenant3321,20/05/2016,31/10/2019
Unit2647,Tenant3322,08/06/2015,
Unit1004,Tenant3323,12/08/2013,07/03/2021
Unit2070,Tenant3324,27/01/2014,
Unit3217,Tenant3325,08/11/2019,
Unit3217,Tenant3326,31/01/2014,08/11/2019
Unit2166,Tenant3327,21/02/2014,
Unit5403,Tenant3328,10/01/2019,
Unit5403,Tenant3329,06/08/2014,10/01/2019
Unit5801,Tenant3330,29/04/2002,
Unit8159,Tenant3331,15/09/2008,
Unit1389,Tenant3332,14/04/2008,
Unit85,Tenant3333,14/03/2005,
Unit9558,Tenant3334,01/08/2005,
Unit975,Tenant3335,21/02/2005,
Unit1046,Tenant3336,27/01/2014,
Unit6641,Tenant3337,13/07/1998,
Unit8286,Tenant3338,06/08/2018,
Unit6932,Tenant3339,16/03/2015,
Unit9579,Tenant3340,22/06/2018,
Unit6454,Tenant3341,25/01/2008,
Unit2684,Tenant3342,13/08/2018,
Unit3268,Tenant3343,12/08/2019,
Unit4214,Tenant3344,05/06/2018,
Unit1719,Tenant3345,30/03/2019,30/01/2021
Unit5945,Tenant3346,16/03/2019,26/08/2020
