unit_ref,tenancy_id,tenancy_start_date,tenancy_end_date
Unit9239,Tenant9138,03/12/2007,
Unit5997,Tenant9139,27/11/2003,19/02/2021
Unit7575,Tenant9140,25/02/2005,
Unit7059,Tenant9141,20/10/2006,
Unit7601,Tenant9142,03/11/2006,
Unit3196,Tenant9143,03/06/2013,
Unit5933,Tenant9144,24/07/2020,
Unit3213,Tenant9145,12/02/2018,
Unit898,Tenant9146,12/02/2018,
Unit5019,Tenant9147,12/02/2018,
Unit6886,Tenant9148,08/10/2018,
Unit6239,Tenant9149,28/10/2019,
Unit4078,Tenant9150,23/08/2019,
Unit3515,Tenant9151,21/10/1996,
Unit748,Tenant9152,16/04/2007,
Unit5158,Tenant9153,27/10/2003,
Unit2588,Tenant9154,21/11/2003,18/12/2020
Unit7298,Tenant9155,20/02/2004,15/10/2020
Unit1785,Tenant9156,11/03/2005,22/12/2020
Unit5481,Tenant9157,08/02/2016,28/07/2019
Unit5481,Tenant9158,29/07/2019,
Unit7329,Tenant9159,06/04/2015,01/12/2019
Unit7329,Tenant9160,02/12/2019,
Unit6580,Tenant9161,22/04/2013,
Unit4416,Tenant9162,05/12/2015,
Unit3890,Tenant9163,26/03/1997,01/03/2019
Unit3890,Tenant9164,01/03/2019,
Unit4824,Tenant9165,23/04/2007,
Unit1652,Tenant9166,23/04/2007,
Unit9122,Tenant9167,07/10/2013,08/05/2019
Unit9122,Tenant9168,26/07/2019,
Unit7900,Tenant9169,30/07/2007,
Unit5635,Tenant9170,16/06/2014,
Unit4739,Tenant9171,22/01/2007,
Unit5432,Tenant9172,19/02/1990,
Unit8470,Tenant9173,08/10/2018,
Unit1780,Tenant9174,19/11/2012,
Unit8848,Tenant9175,09/04/2015,
Unit882,Tenant9176,12/02/2014,15/01/2019
Unit882,Tenant9177,27/07/2019,
Unit5581,Tenant9178,23/04/2007,
Unit2380,Tenant9179,11/05/2015,
Unit8725,Tenant9180,15/06/2015,
Unit1809,Tenant9181,30/07/2007,
Unit4054,Tenant9182,10/12/2018,
Unit5501,Tenant9183,08/12/2008,19/04/2020
Unit5501,Tenant9184,20/04/2020,
Unit9384,Tenant9185,03/09/2007,
Unit7995,Tenant9186,22/01/2007,23/08/2020
Unit7819,Tenant9187,04/05/2007,
Unit5610,Tenant9188,19/07/2013,18/04/2019
Unit5610,Tenant9189,18/04/2019,
Unit8947,Tenant9190,27/07/2007,
Unit9113,Tenant9191,27/07/2007,21/05/2019
Unit9113,Tenant9192,21/05/2019,
Unit2315,Tenant9193,17/06/2004,
Unit7196,Tenant9194,28/06/2006,04/12/2020
Unit9878,Tenant9195,23/11/2007,
Unit3793,Tenant9196,09/11/2007,
Unit8966,Tenant9197,23/11/2007,
Unit5946,Tenant9198,01/06/2017,
Unit6651,Tenant9199,26/08/2015,
Unit7612,Tenant9200,23/11/2018,
Unit1971,Tenant9201,19/12/2007,
Unit8513,Tenant9202,26/05/2008,
Unit9948,Tenant9203,06/07/2009,
Unit4968,Tenant9204,23/06/2008,
Unit8123,Tenant9205,20/12/2007,
Unit8306,Tenant9206,14/04/2008,
Unit7089,Tenant9207,13/12/2010,
Unit3447,Tenant9208,12/05/2008,
Unit7522,Tenant9209,25/02/2008,
Unit9025,Tenant9210,13/06/2018,
Unit9785,Tenant9211,11/08/2008,
Unit4368,Tenant9212,17/04/2003,12/08/2020
Unit8989,Tenant9213,25/02/2008,
Unit2137,Tenant9214,30/11/2007,
Unit9177,Tenant9215,04/12/2007,
Unit542,Tenant9216,13/07/2015,
Unit6520,Tenant9217,19/12/2007,
Unit1266,Tenant9218,28/09/2007,
Unit8716,Tenant9219,20/08/2007,
Unit4958,Tenant9220,19/11/2007,
Unit1662,Tenant9221,16/09/2013,15/07/2019
Unit1662,Tenant9222,15/07/2019,
Unit8250,Tenant9223,30/07/2007,
Unit8726,Tenant9224,09/01/2015,
Unit8905,Tenant9225,31/07/2014,09/08/2019
Unit8905,Tenant9226,09/08/2019,
Unit719,Tenant9227,27/11/2017,
Unit1269,Tenant9228,17/12/2007,
Unit3058,Tenant9229,19/11/2007,
Unit7677,Tenant9230,27/07/2015,
Unit3549,Tenant9231,21/01/2008,
Unit6956,Tenant9232,11/04/2016,
Unit3681,Tenant9233,17/12/2007,
Unit1215,Tenant9234,30/11/2015,
Unit5855,Tenant9235,25/08/2006,
Unit9437,Tenant9236,21/04/2014,
Unit7518,Tenant9237,17/09/2018,09/02/2020
Unit7518,Tenant9238,22/06/2020,
Unit2765,Tenant9239,28/03/2005,
Unit46,Tenant9240,19/10/2015,
Unit2503,Tenant9241,18/12/2006,
Unit1470,Tenant9242,08/08/2003,
Unit5100,Tenant9243,08/07/2002,
Unit4311,Tenant9244,19/05/2005,
Unit6470,Tenant9245,12/09/2014,10/12/2020
Unit6470,Tenant9246,10/12/2020,
Unit9471,Tenant9247,09/08/2007,
Unit9966,Tenant9248,14/09/2007,
Unit6526,Tenant9249,23/05/2017,
Unit6972,Tenant9250,20/09/2007,
Unit4072,Tenant9251,18/01/2010,
Unit3823,Tenant9252,03/12/2018,
Unit4826,Tenant9253,28/01/2008,
Unit3422,Tenant9254,09/11/2007,
Unit6397,Tenant9255,14/11/2007,
Unit5550,Tenant9256,03/12/2007,
Unit8397,Tenant9257,30/11/2007,
Unit6151,Tenant9258,05/04/2010,
Unit9136,Tenant9259,02/06/2008,
Unit5919,Tenant9260,03/06/2016,
Unit9542,Tenant9261,05/07/2007,20/03/2020
Unit9542,Tenant9262,20/03/2020,
Unit8085,Tenant9263,28/09/2007,
Unit695,Tenant9264,14/01/2008,
Unit7572,Tenant9265,23/05/2016,
Unit4907,Tenant9266,28/03/2008,
Unit732,Tenant9267,05/05/2008,
Unit73,Tenant9268,24/03/2008,
Unit1962,Tenant9269,11/08/2008,
Unit6608,Tenant9270,23/02/2015,
Unit3672,Tenant9271,11/02/2013,
Unit8092,Tenant9272,11/02/2008,
Unit8875,Tenant9273,13/03/2000,
Unit4763,Tenant9274,24/03/2008,
Unit7865,Tenant9275,30/10/2014,
Unit809,Tenant9276,11/08/2008,
Unit1372,Tenant9277,01/02/1999,
Unit8709,Tenant9278,29/09/2014,01/11/2020
Unit1216,Tenant9279,22/06/1998,
Unit6673,Tenant9280,09/02/1998,
Unit7419,Tenant9281,10/03/2008,
Unit6090,Tenant9282,28/04/2017,
Unit9615,Tenant9283,22/09/2008,
Unit9181,Tenant9284,20/12/2007,
Unit8208,Tenant9285,02/06/2008,
Unit105,Tenant9286,02/06/2008,
Unit7588,Tenant9287,26/06/2017,
Unit710,Tenant9288,21/08/2000,
Unit4059,Tenant9289,06/11/2009,
Unit4102,Tenant9290,27/11/2017,28/07/2019
Unit4102,Tenant9291,29/07/2019,
Unit2193,Tenant9292,05/02/2018,
Unit9819,Tenant9293,28/08/2017,29/07/2019
Unit9819,Tenant9294,29/07/2019,
Unit2714,Tenant9295,20/12/1999,
Unit3166,Tenant9296,15/08/2016,16/06/2019
Unit3166,Tenant9297,17/06/2019,
Unit2764,Tenant9298,15/06/1998,
Unit9308,Tenant9299,02/08/2010,
Unit8395,Tenant9300,09/12/2013,
Unit6921,Tenant9301,23/10/2000,
Unit327,Tenant9302,11/09/2000,
Unit9266,Tenant9303,27/03/2000,
Unit431,Tenant9304,15/01/2001,
Unit5094,Tenant9305,16/08/1999,
Unit9697,Tenant9306,08/01/2018,
Unit891,Tenant9307,14/12/1998,
Unit7573,Tenant9308,01/09/2003,
Unit3144,Tenant9309,24/03/2008,
Unit6645,Tenant9310,26/10/2017,
Unit603,Tenant9311,18/02/2008,
Unit456,Tenant9312,05/04/1999,
Unit1549,Tenant9313,16/12/2002,
Unit4692,Tenant9314,24/03/2014,
Unit1929,Tenant9315,01/12/1997,
Unit1514,Tenant9316,16/06/2003,
Unit2999,Tenant9317,02/04/2007,
Unit1245,Tenant9318,25/07/2014,
Unit7065,Tenant9319,16/05/2011,
Unit322,Tenant9320,18/01/2016,
Unit3677,Tenant9321,12/03/2007,
Unit6850,Tenant9322,04/06/2007,
Unit4951,Tenant9323,26/10/2015,13/03/2020
Unit4951,Tenant9324,13/03/2020,
Unit6676,Tenant9325,29/11/2013,
Unit987,Tenant9326,03/12/2007,
Unit2401,Tenant9327,19/12/2014,
Unit5145,Tenant9328,26/09/2011,04/04/2021
Unit8062,Tenant9329,04/12/2000,
Unit4693,Tenant9330,03/12/2018,
Unit9844,Tenant9331,02/04/2018,10/02/2019
Unit9844,Tenant9332,10/02/2020,
Unit3426,Tenant9333,29/09/2008,
Unit5463,Tenant9334,27/03/2000,
Unit3734,Tenant9335,06/12/1999,
Unit3927,Tenant9336,12/07/1999,
Unit6387,Tenant9337,20/11/2006,
Unit759,Tenant9338,17/02/2014,
Unit2549,Tenant9339,26/09/2005,26/04/2020
Unit2549,Tenant9340,27/04/2020,
Unit1149,Tenant9341,20/08/2018,
Unit1134,Tenant9342,04/08/2008,
Unit2026,Tenant9343,10/12/2001,15/03/2020
Unit2026,Tenant9344,16/03/2020,
Unit1333,Tenant9345,23/07/2018,
Unit2661,Tenant9346,30/05/2005,
Unit869,Tenant9347,31/05/1999,
Unit252,Tenant9348,14/12/1998,
Unit5000,Tenant9349,15/03/1999,
Unit4165,Tenant9350,11/08/2003,
Unit3392,Tenant9351,02/04/2001,
Unit3401,Tenant9352,23/06/1997,
Unit1764,Tenant9353,02/04/2001,
Unit9752,Tenant9354,07/07/2014,29/03/2020
Unit5349,Tenant9355,13/10/2011,
Unit8642,Tenant9356,03/03/2008,
Unit4806,Tenant9357,23/07/2012,26/01/2020
Unit6559,Tenant9358,11/10/2010,
Unit7831,Tenant9359,05/05/2008,
Unit8641,Tenant9360,31/08/2009,
Unit5710,Tenant9361,01/05/2000,
Unit375,Tenant9362,27/12/1999,
Unit6884,Tenant9363,20/12/1999,
Unit5960,Tenant9364,04/09/2000,
Unit2384,Tenant9365,02/08/1999,26/04/2020
Unit2384,Tenant9366,15/06/2020,
Unit7441,Tenant9367,17/03/2008,
Unit361,Tenant9368,18/08/2008,
Unit5189,Tenant9369,27/05/2013,
Unit7008,Tenant9370,24/03/2008,
Unit8955,Tenant9371,30/05/2005,
Unit1538,Tenant9372,27/09/1999,
Unit6439,Tenant9373,10/06/2002,
Unit9507,Tenant9374,04/02/2008,
Unit5909,Tenant9375,29/09/2008,
Unit1390,Tenant9376,28/04/2008,
Unit5134,Tenant9377,23/10/2017,07/04/2019
Unit5134,Tenant9378,24/06/2019,
Unit4434,Tenant9379,23/12/2008,
Unit4816,Tenant9380,10/07/2000,02/08/2020
Unit4816,Tenant9381,15/06/2020,
Unit1515,Tenant9382,02/04/2018,
Unit5227,Tenant9383,07/04/2008,
Unit6360,Tenant9384,26/12/2005,
Unit6973,Tenant9385,01/01/2001,
Unit4758,Tenant9386,10/01/2000,
Unit1053,Tenant9387,01/10/2018,
Unit8651,Tenant9388,09/05/2011,
Unit9362,Tenant9389,10/03/2014,
Unit4272,Tenant9390,17/01/2011,
Unit6818,Tenant9391,03/11/2014,29/03/2020
Unit6287,Tenant9392,04/06/2014,
Unit2581,Tenant9393,23/04/2007,
Unit8330,Tenant9394,11/06/2007,26/05/2019
Unit8330,Tenant9395,17/06/2019,
Unit826,Tenant9396,06/07/2015,13/10/2019
Unit826,Tenant9397,14/10/2019,
Unit5568,Tenant9398,07/12/2009,
Unit1395,Tenant9399,28/09/2009,
Unit8886,Tenant9400,20/02/2017,31/05/2020
Unit8886,Tenant9401,22/06/2020,
Unit3503,Tenant9402,19/10/2007,
Unit9859,Tenant9403,14/03/2008,
Unit5624,Tenant9404,09/11/2007,
Unit5961,Tenant9405,29/10/2007,
Unit2540,Tenant9406,23/05/2016,
Unit4018,Tenant9407,10/02/2014,
Unit1783,Tenant9408,04/08/2014,
Unit9087,Tenant9409,05/05/2008,13/12/2020
Unit7732,Tenant9410,14/07/2008,
Unit7483,Tenant9411,16/10/2000,
Unit8441,Tenant9412,10/07/2000,
Unit8071,Tenant9413,03/11/2008,
Unit5803,Tenant9414,06/12/1999,
Unit9056,Tenant9415,12/07/2004,
Unit43,Tenant9416,16/08/1999,
Unit7355,Tenant9417,02/08/2004,
Unit3882,Tenant9418,28/06/1999,
Unit526,Tenant9419,01/06/1998,
Unit7154,Tenant9420,12/12/2005,05/05/2019
Unit7154,Tenant9421,22/07/2019,
Unit2993,Tenant9422,25/10/2004,
Unit9393,Tenant9423,05/04/1999,12/05/2019
Unit9393,Tenant9424,13/05/2019,
Unit3944,Tenant9425,16/10/1995,
Unit555,Tenant9426,17/06/1996,
Unit7982,Tenant9427,25/04/2005,
Unit6469,Tenant9428,18/08/1997,
Unit2660,Tenant9429,15/03/2004,
Unit8843,Tenant9430,05/06/2017,
Unit5541,Tenant9431,20/07/2009,
Unit5318,Tenant9432,17/02/2014,
Unit3445,Tenant9433,23/04/2012,27/10/2019
Unit3445,Tenant9434,17/02/2020,
Unit9765,Tenant9435,30/09/2002,
Unit5591,Tenant9436,26/03/2018,
Unit9616,Tenant9437,08/08/2011,
Unit1630,Tenant9438,30/09/2002,
Unit5081,Tenant9439,08/05/2006,
Unit4700,Tenant9440,26/06/2017,
Unit1952,Tenant9441,22/12/1997,
Unit8103,Tenant9442,12/07/1999,
Unit910,Tenant9443,14/08/2006,
Unit2954,Tenant9444,04/04/2016,
Unit8612,Tenant9445,13/02/2017,
Unit298,Tenant9446,16/02/2009,
Unit6428,Tenant9447,06/02/2012,
Unit5918,Tenant9448,02/06/2017,
Unit3342,Tenant9449,02/08/1999,
Unit2763,Tenant9450,05/07/1993,
Unit2139,Tenant9451,09/09/1996,
Unit2167,Tenant9452,11/10/2010,17/05/2019
Unit2167,Tenant9453,17/05/2019,
Unit7727,Tenant9454,25/02/2019,
Unit3978,Tenant9455,11/10/2010,
Unit5922,Tenant9456,11/10/2010,06/12/2020
Unit185,Tenant9457,14/11/2011,
Unit6937,Tenant9458,11/10/2010,
Unit7100,Tenant9459,11/10/2010,
Unit5717,Tenant9460,25/08/2016,
Unit940,Tenant9461,18/06/2012,
Unit5443,Tenant9462,26/08/2013,
Unit9379,Tenant9463,29/09/2009,
Unit7330,Tenant9464,18/12/2013,
Unit2390,Tenant9465,19/03/2009,
Unit4296,Tenant9466,07/11/2019,
Unit3705,Tenant9467,02/12/2019,
Unit3705,Tenant9468,03/10/2016,01/12/2019
Unit7756,Tenant9469,02/04/2009,
Unit9283,Tenant9470,02/12/2019,26/07/2020
Unit9283,Tenant9471,03/10/2016,01/12/2019
Unit7911,Tenant9472,30/07/2018,
Unit9368,Tenant9473,13/12/1993,
Unit423,Tenant9474,04/01/1993,
Unit9459,Tenant9475,19/02/2009,27/01/2020
Unit4182,Tenant9476,07/07/2009,
Unit290,Tenant9477,06/06/2016,
Unit7048,Tenant9478,06/10/1967,08/06/2020
Unit8352,Tenant9479,10/02/2014,
Unit7715,Tenant9480,06/09/2013,
Unit393,Tenant9481,09/07/2012,
Unit7051,Tenant9482,23/03/2009,
Unit6179,Tenant9483,23/03/2009,
Unit7530,Tenant9484,10/08/2009,
Unit7587,Tenant9485,15/12/2008,
Unit3743,Tenant9486,14/05/2018,
Unit4055,Tenant9487,06/02/1995,
Unit7905,Tenant9488,19/01/1998,
Unit5319,Tenant9489,26/05/2008,
Unit984,Tenant9490,08/01/2018,
Unit3124,Tenant9491,15/09/2014,
Unit4313,Tenant9492,07/12/1992,
Unit303,Tenant9493,22/03/1993,
Unit7938,Tenant9494,18/03/1996,
Unit380,Tenant9495,26/01/2009,
Unit568,Tenant9496,05/03/2007,
Unit5376,Tenant9497,11/08/2015,
Unit783,Tenant9498,02/11/2015,
Unit7534,Tenant9499,09/11/2015,
Unit5381,Tenant9500,29/01/2016,
Unit1020,Tenant9501,17/12/2020,
Unit5176,Tenant9502,28/05/2014,
Unit4017,Tenant9503,17/12/2015,22/12/2020
Unit4017,Tenant9504,22/12/2020,
Unit885,Tenant9505,02/10/2017,
Unit141,Tenant9506,11/09/2006,
Unit7071,Tenant9507,20/05/1996,
Unit7331,Tenant9508,12/01/2009,
Unit5750,Tenant9509,29/06/2015,
Unit4786,Tenant9510,06/11/1995,
Unit6625,Tenant9511,18/05/2009,
Unit9487,Tenant9512,23/03/2009,
Unit1879,Tenant9513,31/03/2009,
Unit7077,Tenant9514,27/04/2009,
Unit2266,Tenant9515,13/04/1992,
Unit332,Tenant9516,15/02/2010,
Unit8924,Tenant9517,26/11/2012,07/11/2019
Unit8924,Tenant9518,18/11/2019,
Unit7926,Tenant9519,04/04/2016,
Unit202,Tenant9520,01/12/2008,
Unit8220,Tenant9521,22/11/2018,
Unit3466,Tenant9522,25/05/2018,01/03/2021
Unit3719,Tenant9523,22/06/2009,24/03/2019
Unit3719,Tenant9524,15/07/2019,
Unit4000,Tenant9525,22/02/2010,13/12/2020
Unit8688,Tenant9526,13/02/1995,
Unit2608,Tenant9527,17/02/2003,
Unit6797,Tenant9528,01/11/1993,
Unit4131,Tenant9529,11/05/1992,
Unit7442,Tenant9530,02/06/2014,
Unit9856,Tenant9531,21/08/2015,
Unit7956,Tenant9532,25/09/2015,
Unit9631,Tenant9533,21/08/2015,
Unit6054,Tenant9534,26/02/2016,
Unit6339,Tenant9535,30/03/2015,
Unit2806,Tenant9536,11/12/2014,
Unit1610,Tenant9537,22/01/2016,
Unit8530,Tenant9538,30/07/2015,
Unit7726,Tenant9539,31/10/2014,
Unit7737,Tenant9540,24/04/2017,
Unit4141,Tenant9541,24/04/2017,
Unit4615,Tenant9542,30/01/2017,17/12/2019
Unit4615,Tenant9543,17/12/2019,
Unit1415,Tenant9544,19/01/2017,
Unit5569,Tenant9545,19/10/2015,24/05/2020
Unit5569,Tenant9546,13/07/2020,
Unit8824,Tenant9547,19/10/2015,
Unit369,Tenant9548,01/03/1999,
Unit2692,Tenant9549,03/06/2013,
Unit3368,Tenant9550,02/12/1996,
Unit7899,Tenant9551,03/07/2000,
Unit4132,Tenant9552,03/04/2000,
Unit9337,Tenant9553,23/04/2018,
Unit7969,Tenant9554,28/09/2015,26/04/2020
Unit7969,Tenant9555,27/07/2020,
Unit2679,Tenant9556,11/08/2003,
Unit2224,Tenant9557,23/12/1996,
Unit957,Tenant9558,09/03/2009,
Unit4641,Tenant9559,06/04/2009,
Unit6098,Tenant9560,02/02/2009,
Unit9485,Tenant9561,08/03/2010,
Unit1027,Tenant9562,09/01/2012,29/03/2020
Unit8472,Tenant9563,05/02/1996,
Unit7148,Tenant9564,02/07/2007,
Unit6662,Tenant9565,18/12/2000,
Unit7307,Tenant9566,13/07/1998,
Unit9267,Tenant9567,24/03/2017,
Unit9518,Tenant9568,18/05/2009,19/08/2019
Unit9282,Tenant9569,26/06/2006,
Unit6315,Tenant9570,30/10/2006,
Unit4957,Tenant9571,17/11/2014,
Unit1289,Tenant9572,30/09/1996,
Unit8285,Tenant9573,20/05/1996,29/03/2020
Unit6557,Tenant9574,23/03/1998,
Unit5675,Tenant9575,04/09/1995,
Unit1674,Tenant9576,08/01/2016,
Unit1014,Tenant9577,18/05/2015,
Unit6522,Tenant9578,28/11/2008,01/07/2020
Unit6522,Tenant9579,01/07/2020,
Unit5209,Tenant9580,26/05/2016,
Unit4090,Tenant9581,25/06/2015,
Unit6982,Tenant9582,04/02/2009,28/02/2020
Unit7738,Tenant9583,10/09/2014,
Unit1071,Tenant9584,07/12/2009,
Unit7249,Tenant9585,27/07/2009,
Unit8849,Tenant9586,01/07/2013,
Unit9678,Tenant9587,22/06/2009,
Unit5688,Tenant9588,11/08/2009,
Unit1799,Tenant9589,24/03/2014,
Unit1825,Tenant9590,17/08/2009,
Unit2832,Tenant9591,28/09/2009,
Unit5024,Tenant9592,22/02/2010,
Unit3351,Tenant9593,22/02/2010,
Unit7028,Tenant9594,24/04/2009,
Unit5311,Tenant9595,04/11/2014,01/08/2019
Unit1162,Tenant9596,15/06/2009,
Unit7957,Tenant9597,09/11/2015,
Unit1032,Tenant9598,07/11/2018,
Unit5241,Tenant9599,18/12/2014,
Unit1177,Tenant9600,07/11/1994,
Unit6371,Tenant9601,29/03/2010,
Unit6029,Tenant9602,09/11/2009,
Unit2196,Tenant9603,19/04/2017,
Unit9630,Tenant9604,11/12/2015,
Unit14,Tenant9605,30/11/2009,
Unit6784,Tenant9606,30/11/2009,
Unit4147,Tenant9607,27/07/2016,
Unit2735,Tenant9608,01/06/2010,
Unit9493,Tenant9609,21/12/2009,
Unit6496,Tenant9610,05/12/2016,
Unit814,Tenant9611,09/11/2015,
Unit4367,Tenant9612,03/10/2016,
Unit2240,Tenant9613,28/09/2016,
Unit6722,Tenant9614,17/09/2015,
Unit5146,Tenant9615,31/03/2017,
Unit4112,Tenant9616,16/06/2017,
Unit6243,Tenant9617,28/08/2018,
Unit2712,Tenant9618,26/05/2014,
Unit8409,Tenant9619,18/08/2017,07/09/2019
Unit8409,Tenant9620,25/10/2019,
Unit3499,Tenant9621,19/06/2009,
Unit9893,Tenant9622,23/04/2009,
Unit597,Tenant9623,24/09/2012,
Unit1688,Tenant9624,02/11/2009,
Unit1267,Tenant9625,30/11/2009,
Unit5578,Tenant9626,13/06/2011,
Unit649,Tenant9627,14/08/2017,13/12/2020
Unit3837,Tenant9628,19/10/2015,
Unit5273,Tenant9629,19/05/2015,
Unit9433,Tenant9630,31/03/2015,
Unit3841,Tenant9631,15/01/2016,
Unit9220,Tenant9632,17/11/2017,
Unit9090,Tenant9633,19/08/2019,
Unit9090,Tenant9634,10/01/2019,31/07/2019
Unit4838,Tenant9635,19/10/2015,
Unit1462,Tenant9636,26/06/2015,27/09/2019
Unit1462,Tenant9637,27/09/2019,
Unit5684,Tenant9638,18/06/2015,
Unit5488,Tenant9639,27/03/2017,
Unit8060,Tenant9640,03/08/2015,01/09/2019
Unit8060,Tenant9641,06/01/2020,
Unit3480,Tenant9642,08/05/2015,
Unit6779,Tenant9643,28/05/2015,
Unit2142,Tenant9644,30/03/2015,
Unit8228,Tenant9645,02/12/2016,
Unit9274,Tenant9646,20/01/2017,
Unit8514,Tenant9647,26/06/2015,
Unit8140,Tenant9648,06/07/2015,28/03/2021
Unit1220,Tenant9649,03/10/2016,
Unit1909,Tenant9650,01/09/2016,28/10/2020
Unit1909,Tenant9651,28/10/2020,
Unit6211,Tenant9652,26/08/2015,
Unit2889,Tenant9653,23/09/2016,
Unit3962,Tenant9654,19/06/2017,
Unit9662,Tenant9655,27/08/2015,
Unit2956,Tenant9656,31/10/2016,
Unit2867,Tenant9657,31/08/2016,
Unit3215,Tenant9658,30/06/2017,
Unit5562,Tenant9659,27/09/2018,
Unit6370,Tenant9660,07/09/2015,
Unit4797,Tenant9661,18/02/2019,
Unit8167,Tenant9662,13/06/2017,
Unit8326,Tenant9663,19/04/1993,
Unit6183,Tenant9664,03/04/2017,
Unit3006,Tenant9665,08/02/1993,
Unit5105,Tenant9666,19/10/1998,
Unit2774,Tenant9667,08/08/2011,
Unit5526,Tenant9668,07/07/2009,
Unit3883,Tenant9669,27/03/2009,27/11/2020
Unit3883,Tenant9670,27/11/2020,
Unit1694,Tenant9671,20/03/2015,
Unit772,Tenant9672,20/02/2012,
Unit6504,Tenant9673,22/06/2009,
Unit6289,Tenant9674,26/01/2017,
Unit6478,Tenant9675,27/01/2017,
Unit6697,Tenant9676,23/09/2016,
Unit6802,Tenant9677,21/12/2017,
Unit3920,Tenant9678,09/11/2015,
Unit1803,Tenant9679,18/03/2016,
Unit6214,Tenant9680,15/12/2016,
Unit3846,Tenant9681,25/02/2019,
Unit7634,Tenant9682,20/02/2019,
Unit7376,Tenant9683,06/11/2015,
Unit7275,Tenant9684,19/10/2009,
Unit7605,Tenant9685,30/06/2017,
Unit8526,Tenant9686,13/12/2018,
Unit1373,Tenant9687,03/10/2016,
Unit1060,Tenant9688,01/08/2018,01/08/2019
Unit1060,Tenant9689,06/09/2019,
Unit4370,Tenant9690,31/03/2015,04/06/2019
Unit4370,Tenant9691,04/06/2019,
Unit1739,Tenant9692,22/01/2016,
Unit8594,Tenant9693,25/09/2018,
Unit8402,Tenant9694,28/08/2014,
Unit8841,Tenant9695,07/08/2017,
Unit4604,Tenant9696,30/01/2017,
Unit2023,Tenant9697,12/10/2015,
Unit4126,Tenant9698,10/07/2015,
Unit5536,Tenant9699,03/10/2016,
Unit5271,Tenant9700,26/08/2015,
Unit7098,Tenant9701,27/08/2015,
Unit4848,Tenant9702,25/05/2017,
Unit9720,Tenant9703,24/02/2017,
Unit3757,Tenant9704,27/10/2018,
Unit7882,Tenant9705,23/11/2015,
Unit3817,Tenant9706,15/08/2016,
Unit5483,Tenant9707,06/07/2015,
Unit5811,Tenant9708,10/07/2015,
Unit2243,Tenant9709,28/10/2016,
Unit9924,Tenant9710,16/06/2017,
Unit1160,Tenant9711,16/06/2017,
Unit5355,Tenant9712,27/10/2016,
Unit2379,Tenant9713,23/01/2017,
Unit9489,Tenant9714,25/08/2015,
Unit1039,Tenant9715,31/08/2016,
Unit6462,Tenant9716,29/09/2017,
Unit2446,Tenant9717,29/08/2017,
Unit2145,Tenant9718,25/09/2018,
Unit649,Tenant9719,14/12/2020,
Unit8827,Tenant9720,26/02/2018,
Unit1824,Tenant9721,30/06/2010,
Unit6947,Tenant9722,26/10/2015,
Unit4944,Tenant9723,21/11/2014,
Unit5802,Tenant9724,31/10/2014,
Unit8544,Tenant9725,15/05/2017,
Unit4288,Tenant9726,20/10/2009,27/03/2020
Unit4288,Tenant9727,27/03/2020,
Unit5405,Tenant9728,20/08/2012,11/11/2019
Unit5405,Tenant9729,11/11/2019,
Unit8967,Tenant9730,15/12/2014,
Unit5426,Tenant9731,27/02/2015,
Unit9902,Tenant9732,28/01/2016,
Unit6969,Tenant9733,30/12/2016,
Unit7033,Tenant9734,21/06/2018,
Unit3322,Tenant9735,19/12/2016,
Unit5556,Tenant9736,28/07/2016,
Unit3857,Tenant9737,08/08/1994,
Unit3068,Tenant9738,18/10/1993,
Unit9831,Tenant9739,22/02/1993,
Unit8328,Tenant9740,31/05/1999,
Unit5618,Tenant9741,07/06/1993,
Unit4859,Tenant9742,07/04/2003,
Unit3936,Tenant9743,22/01/2009,
Unit4221,Tenant9744,22/06/2009,
Unit7277,Tenant9745,30/01/2009,
Unit802,Tenant9746,12/10/2009,
Unit8868,Tenant9747,28/11/2016,
Unit3663,Tenant9748,20/07/2017,
Unit1367,Tenant9749,01/12/2018,19/09/2020
Unit9093,Tenant9750,25/02/2019,
Unit5367,Tenant9751,28/07/2016,
Unit4435,Tenant9752,25/07/2016,
Unit1862,Tenant9753,13/06/2017,
Unit2324,Tenant9754,23/06/2017,
Unit6097,Tenant9755,22/12/2017,
Unit3676,Tenant9756,17/05/2019,
Unit6041,Tenant9757,07/02/1994,
Unit4387,Tenant9758,23/02/2008,06/10/2019
Unit9805,Tenant9759,25/02/2009,28/06/2019
Unit9939,Tenant9760,19/10/2005,
Unit1155,Tenant9761,27/04/2018,
Unit8312,Tenant9762,26/01/2015,
Unit7423,Tenant9763,10/02/2014,
Unit1192,Tenant9764,05/06/2009,02/08/2019
Unit8703,Tenant9765,24/06/2009,05/08/2019
Unit8296,Tenant9766,24/09/2010,
Unit2016,Tenant9767,27/07/2009,
Unit5013,Tenant9768,16/12/2013,
Unit9176,Tenant9769,23/10/1995,
Unit3639,Tenant9770,31/03/1997,
Unit6519,Tenant9771,11/07/2016,13/10/2019
Unit743,Tenant9772,27/07/2015,
Unit7785,Tenant9773,21/09/2009,
Unit6200,Tenant9774,23/02/2009,05/01/2020
Unit6200,Tenant9775,27/01/2020,
Unit4481,Tenant9776,26/02/2010,
Unit5993,Tenant9777,21/05/2012,
Unit5848,Tenant9778,18/01/2010,
Unit9064,Tenant9779,15/03/1993,09/08/2020
Unit7395,Tenant9780,26/09/2011,12/05/2019
